채용글번호,지원금/보험,급여제도,선물,교육/생활,근무 환경,조직문화,출퇴근,리프레시
42847036,"건강검진, 의료비지원(본인), 각종 경조사 지원, 무료진료지정병원, 문화생활비","상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","창립일행사, 신입사원교육(OJT), 직무능력향상교육, 자기계발비 지원, 사내동호회 운영, 음료제공(차, 커피)",휴게실,"회식강요 안함, 야근강요 안함, 자유로운 연차사용, 칼퇴근 보장",회사차량 있음,"연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 보건휴가"
42582072,,"상여금, 퇴직금, 휴일(특근)수당, 연차수당, 4대 보험",임신/출산 선물,"점심식사 제공, 저녁식사 제공, 간식 제공, 음료제공(차, 커피)",최고 성능 컴퓨터,"수평적 조직문화, 님/닉네임 문화",,
42823825,,"우수사원포상, 퇴직금, 연차수당, 4대 보험",,,"휴게실, 회의실, 공기청정기, 전용 사옥",,,
42570063,"건강검진, 각종 경조사 지원, 업무활동비 지급, 통신비 지원, 선택적복리후생","장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 직책수당, 장기근속수당, 가족수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 크리스마스 선물","창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 교육비 지원, 자기계발비 지원, 저녁식사 제공, 사우회(경조사회), 음료제공(차, 커피)","유니폼지급, 콘도/리조트 이용권, 사무용품 지급",야근강요 안함,"차량유류비지급, 야간교통비지급, 회사차량 있음","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 휴양시설 제공"
42818556,,4대 보험,,,"휴게실, 수면실, 회의실",님/닉네임 문화,,연차
42813644,"건강검진, 의료비지원(본인), 각종 경조사 지원, 무료진료지정병원, 문화생활비","상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","창립일행사, 신입사원교육(OJT), 직무능력향상교육, 자기계발비 지원, 사내동호회 운영, 음료제공(차, 커피)",휴게실,"회식강요 안함, 야근강요 안함, 자유로운 연차사용, 칼퇴근 보장",회사차량 있음,"연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 보건휴가"
42813356,"건강검진, 의료비지원(본인), 각종 경조사 지원, 무료진료지정병원, 문화생활비","상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","창립일행사, 신입사원교육(OJT), 직무능력향상교육, 자기계발비 지원, 사내동호회 운영, 음료제공(차, 커피)",휴게실,"회식강요 안함, 야근강요 안함, 자유로운 연차사용, 칼퇴근 보장",회사차량 있음,"연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 보건휴가"
42807699,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 결혼준비 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 연차수당, 직책수당, 장기근속수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 임신/출산 선물, 장기근속 선물","창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 교육비 지원, 저녁식사 제공, 사내동호회 운영, 아침식사 제공, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 사내 정원, 비상경보장치, 문턱 없음, 스마트기기, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급, 안마실/안마의자, 스탠딩 책상","노조/노사협의회, 수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 캐주얼데이, 자유로운 연차사용, 님/닉네임 문화, 칼퇴근 보장","야간교통비지급, 탄력근무제, 전세자금 대출, 주 52시간제 준수, 주 40시간제 시행","연차, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가, 휴양시설 제공"
42803349,"건강검진, 의료비지원(본인), 각종 경조사 지원, 무료진료지정병원, 문화생활비","상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","창립일행사, 신입사원교육(OJT), 직무능력향상교육, 자기계발비 지원, 사내동호회 운영, 음료제공(차, 커피)",휴게실,"회식강요 안함, 야근강요 안함, 자유로운 연차사용, 칼퇴근 보장",회사차량 있음,"연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 보건휴가"
42565901,,"퇴직연금, 4대 보험",생일선물/파티,"도서구입비지원, 점심식사 제공, 간식 제공, 음료제공(차, 커피)","휴게실, 회의실, 카페테리아, 사내 정원, 사무용품 지급",자유복장,"기숙사 운영, 차량유류비지급, 통근버스 운행, 주차장제공, 주거비 지원","연차, 여름휴가, 반차"
42778479,,"인센티브제, 스톡옵션, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 교육비 지원, 간식 제공, 음료제공(차, 커피)","회의실, 공기청정기, 비상경보장치","자유복장, 자유로운 연차사용, 문화 회식",,"연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무"
42782165,"건강검진, 직원대출제도, 각종 경조사 지원","퇴직연금, 인센티브제, 스톡옵션, 퇴직금, 4대 보험","명절선물/귀향비, 결혼기념일선물","워크샵, 도서구입비지원, 식비 지원",,자유복장,,"연차, 경조휴가제, 근로자의 날 휴무"
42777233,각종 경조사 지원,"퇴직금, 4대 보험",,"워크샵, 점심식사 제공",,자유복장,,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가"
42770802,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 단체 상해보험, 체력단련실운영, 문화생활비, 통신비 지원, 결혼준비 지원, 해외여행 지원, 선택적복리후생, 복지카드/포인트, 불임부부 지원, 주요 제품 직원 할인, 자녀학자금, 사내 결혼식장 제공","인센티브제, 장기근속자 포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 임신/출산 선물, 장기근속 선물","창립일행사, 우수사원시상식, 직무능력향상교육, 리더쉽강화교육, 외국어 교육 지원, 사이버연수원운영, 구내식당(사원식당), 음료제공(차, 커피)","사내 어린이집 운영, 휴게실, 회의실, 카페테리아, 게임기, 스마트기기, 노트북, 사원증, 자회사 제품할인, 사무용품 지급, 안마실/안마의자","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화, 칼퇴근 보장","주택자금 융자, 야간교통비지급, 탄력근무제, 주거비 지원, 전세자금 대출, 재택근무, 주 52시간제 준수","연차, 반차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가, 휴양시설 제공, 패밀리데이"
42745307,"건강검진, 각종 경조사 지원","장기근속자 포상, 퇴직금, 성과급, 야근수당, 휴일(특근)수당, 연차수당, 직책수당, 4대 보험","명절선물/귀향비, 장기근속 선물","워크샵, 멘토링제도, 자격증취득지원, 점심식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","회의실, 공기청정기, 스마트기기, 노트북, 사무용품 지급, 최고 성능 컴퓨터, 스탠딩 책상","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용","회사차량 있음, 주 52시간제 준수, 주 40시간제 시행","연차, 근로자의 날 휴무, 육아휴직"
42744786,,우수사원포상,"명절선물/귀향비, 크리스마스 선물",자기계발비 지원,"회의실, 카페테리아, 스마트기기","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화, 칼퇴근 보장",,
42630628,,"퇴직금, 성과급","명절선물/귀향비, 생일선물/파티","점심식사 제공, 저녁식사 제공",,,,
42733247,"건강검진, 각종 경조사 지원, 업무활동비 지급, 문화생활비, 복지카드/포인트","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 임신/출산 선물, 장기근속 선물","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 멘토링제도, 교육비 지원, 사내동호회 운영, 음료제공(차, 커피), 신규입사자 멘토 제도, 컨퍼런스 개최","휴게실, 회의실, 공기청정기, 카페테리아, 게임기, 비상경보장치, 노트북, 사무용품 지급, 최고 성능 컴퓨터","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 출산 장려","야간교통비지급, 탄력근무제, 주 52시간제 준수","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 포상휴가, 육아휴직"
42729751,,"우수사원포상, 퇴직금, 성과급, 4대 보험","명절선물/귀향비, 생일선물/파티","저녁식사 제공, 간식 제공, 음료제공(차, 커피)",공기청정기,칼퇴근 보장,,"연차, 반차, 근로자의 날 휴무, 휴가비지원"
42579901,"건강검진, 각종 경조사 지원, 업무활동비 지급, 통신비 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",생일선물/파티,"도서구입비지원, 저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 사내 정원, 유니폼지급, 노트북, 사원증, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장","야간교통비지급, 주차장제공, 주차비지원, 회사차량 있음","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 휴양시설 제공"
42961782,"건강검진, 각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 야근수당, 4대 보험",명절선물/귀향비,"사내동호회 운영, 사우회(경조사회), 우리사주제도","휴게실, 회의실","노조/노사협의회, 자유복장",야간교통비지급,"연차, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 휴양시설 제공"
42963197,"건강검진, 각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금, 연차수당, 직책수당, 장기근속수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 결혼기념일선물","창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 사이버연수원운영, 교육비 지원, 저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 카페테리아, 사내 정원, 노트북, 사무용품 지급","수평적 조직문화, 회식강요 안함, 자유복장",야간교통비지급,"연차, 경조휴가제, 반차, Refresh휴가, 휴양시설 제공"
42983248,각종 경조사 지원,"퇴직연금, 인센티브제, 4대 보험",명절선물/귀향비,"도서구입비지원, 간식 제공",콘도/리조트 이용권,,재택근무,
42948267,건강검진,"퇴직연금, 인센티브제, 상여금, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티, 생일자 조기퇴근","워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 교육비 지원, 점심식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","카페테리아, 노트북","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용","주차비지원, 탄력근무제","연차, 경조휴가제, 반차, 산전 후 휴가, 육아휴직"
42786494,"각종 경조사 지원, 체력단련실운영, 자녀학자금","퇴직연금, 인센티브제, 장기근속자 포상, 퇴직금, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 결혼기념일선물, 생일자 조기퇴근, 장기근속 선물","창립일행사, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 자기계발비 지원, 구내식당(사원식당), 저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","카페테리아, 장애인 전용주차장, 장애인 엘리베이터, 사무용품 지급","회식강요 안함, 자유복장, 자유로운 연차사용","주차비지원, 주 52시간제 준수","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가, 패밀리데이"
43023400,"건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 체력단련실운영, 헬스비 지급, 본인학자금, 통신비 지원, 해외여행 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 성과급, 휴일(특근)수당, 4대 보험","생일선물/파티, 결혼기념일선물","창립일행사, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 교육비 지원, 저녁식사 제공, 사내동호회 운영, 아침식사 제공, 음료제공(차, 커피), 해외주재원 제도","수유실, 휴게실, 수면실, 회의실, 카페테리아, 전용 사옥, 사원증, 사무용품 지급",자유복장,주택자금 융자,"연차, Refresh휴가, 산전 후 휴가, 육아휴직"
